Наименование сделки,Курс юаня,Курс $,Наименование,Количество заказанных позиций,Цена в юанях,Масса товара,Source File
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Ремень генератора 4N-8216 4N8216,15.0,218.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Ремень клиновый зубчатый 9L-6647 9L6647,27.0,253.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Помпа 2W-9729 2W9729,13.0,15361.0,23.4,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Шланг в сборе 7T-6516 7T6516,5.0,290.0,1.0,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Шланг в сборе 6I-1046 6I1046,2.0,484.0,1.6,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Шланг в сборе 3N-7363 3N7363,5.0,403.0,1.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Хомут 5P-0599 5P0599,6.0,55.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Хомут 5P-0598 5P0598,6.0,49.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Водоотделитель топливной системы 4P-7384 4P7384,1095.0,294.0,0.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1S4810,2.0,10.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1S6595,2.0,9.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2S1251,1.0,24.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,3K0360,4.0,11.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,3S3074,1.0,80.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,4B8407,7.0,29.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,5F9657,2.0,20.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6L1694,2.0,10.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6V3348,4.0,73.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,7N3049,1.0,283.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,7N3368,1.0,16.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,7N4320,2.0,84.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,7X4805,3.0,40.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,9Y6089,1.0,43.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1123540,2.0,89.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1367227,2.0,49.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2348937,2.0,102.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,4810119,2.0,110.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,5697729,1.0,1840.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Соединение 5P-9130 5P9130,4.0,4248.0,0.7,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Комплект прокладок 8T-8185 8T8185,3.0,4441.0,1.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Комплект прокладок 8T-8191 8T8191,3.0,4441.0,0.6,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1W8545,4.0,15.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2415928,12.0,16.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2432288,4.0,23.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,4W3100,1.0,19.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,7E6016,4.0,29.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,8N4524,12.0,13.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1228856,2.0,25.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,4N1320,2.0,23.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,7N4927,1.0,65.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,8N3640,2.0,365.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1272176,12.0,163.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,3S9643,4.0,129.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,5P6302,1.0,42.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6V1454,2.0,43.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6V5064,2.0,16.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6V5066,2.0,47.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6V9027,6.0,8.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6V9769,12.0,28.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6V6609,7.0,11.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1808424,3.0,9.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Комплект прокладок 8T-4862 8T4862,3.0,6091.0,1.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Набор прокладок 6V-9897 6V9897,3.0,258.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Комплект прокладок 3E-3322 3E3322,3.0,2249.0,0.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Комплект прокладок 101-8644 1018644,6.0,1177.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Муфта трубки 8T-9001 8T9001,6.0,1904.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Муфта трубки 3N-2451 3N2451,6.0,1860.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Тройник 6F-0496 6F0496,2.0,331.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Патрубок переходной коленчатый 6H-8297 6H8297,5.0,144.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Шланг в сборе 251-1408 2511408,5.0,178.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Датчик температуры 102-0050 1020050,10.0,1827.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Свеча зажигания 194-8518 1948518,208.0,825.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Датчик температуры 234-5013 2345013,6.0,432.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,256-6453,1.0,440.0,0.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6V-6609,1.0,11.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,228-4947,1.0,46.0,0.6,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2799828,1.0,1241.0,0.8,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2799829,1.0,1446.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Датчик давления 276-9067 2769067,6.0,1564.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Датчик давления 265-7429 2657429,6.0,735.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Датчик 265-7430 2657430,13.0,426.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Датчик 261-5172 2615172,13.0,599.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Подшипник p/n 3L1425 3L-1425,6.0,419.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Подшипник p/n 8H9789 8H-9789,6.0,303.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Варистор 4P-6009 4P6009,2.0,3365.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Выпрямитель 110-4422 1104422,1.0,14263.0,1.8,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Выпрямитель 110-4424 1104424,1.0,14263.0,1.8,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Датчик температуры 241-9591 2419591,64.0,3616.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,5706291,1.0,3134.0,0.8,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1004838,2.0,8.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2106852,1.0,55.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2886606,1.0,103.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Набор ремонтный CAT p/n 10R4471 10R4471,50.0,6696.0,46.8,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Шайба стопорная CAT p/n 4P3684 4P3684,24.0,744.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Набор прокладок водяного насоса p/n 1421699 1421699,5.0,892.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Прокладка передней крышки p/n 226-8766 2268766,10.0,408.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Уплотнение p/n 225-6451 2256451,5.0,213.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Актуатор p/n 272-2223 2722223,5.0,3835.0,0.6,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,ТНВД p/n 272-2221 2722221,5.0,15516.0,7.4,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Ремень p/n 269-9117 2699117,8.0,315.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Патрубок p/n 205-2247 2052247,8.0,291.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Патрубок p/n 268-9250 2689250,8.0,234.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Патрубок p/n 193-5133 1935133,8.0,69.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Патрубок p/n 268-9245 2689245,8.0,243.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Патрубок p/n 210-6873 2106873,8.0,132.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Термостат в сборе p/n 254-2268 2542268,20.0,611.0,0.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Насос топливный подкачивающий p/n 288-6609 2886609,4.0,3863.0,0.8,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Шланг p/n 289-8791 2898791,8.0,919.0,0.6,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Форсунка p/n 4P9076 4P9076,12.0,12524.0,2.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Прокладка p/n 6N2645 6N2645,10.0,13.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Шланг HOSE AS p/n 293-5522 2935522,4.0,486.0,0.6,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Колено p/n 9S7296 9S7296,4.0,193.0,0.4,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Трубка p/n 7E6766 7E6766,4.0,1110.0,0.6,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Трубка p/n 7E6765 7E6765,4.0,928.0,0.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Корпус турбины p/n 1W0443 1W0443,4.0,21274.0,31.4,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Клемма электрическая 3S-6050 3S-6050,8.0,80.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Клемма электрическая 3S-6049 3S-6049,8.0,85.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Форсунка p/n 1301806 130-1806,2.0,1708.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Крышка водяного насоса p/n 8N6423 8N-6423,2.0,1172.0,7.4,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,CHAINSAW STIHL MS 251 TIRE 40 CM,5.0,2555.0,5.75,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,AS568-012,1.0,7.0,0.031,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,VN7-60-1,2.0,24.0,0.04,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,VN9-A3CA,1.0,384.0,2.53,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,NEBV-Z4WA2L-R-E-1-N-LE2-S1,1.0,105.0,0.15,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,"GP46-10-02 нет, замена на 3C-GP46-10-02",200.0,230.0,0.11,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,NCB5-18GM40-N0-15M,3.0,90.0,0.3,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,"8002658 SIEN-M12NB-PO-S-L-P5 Используйте только номер модели SIEN-M12NB-PO-S-L, последний P5 - это просто упаковка из 5 штук.",20.0,1e-05,1e-05,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,NORGREN SA/8080/EX/300,4.0,1e-05,1e-07,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,NORGREN SA/8050/EX/50,10.0,1e-05,1e-06,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,NORGREN ZE/12092/465,2.0,1e-05,1e-07,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,NORGREN ZE/12693/370,2.0,1e-05,1e-07,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,SMC CXSM20-25,2.0,446.0,0.46,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,421-22-31860,1.0,665.0,0.9,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,198-78-21140,2.0,12780.0,66.9,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,198-78-21150,2.0,12342.0,62.0,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,198-78-21180,4.0,8146.0,36.0,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,198-78-21190,4.0,6009.0,25.5,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,198-79-22120,1.0,4128.0,0.46,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,D475A 19M-09-12851 BOLT,8.0,423.0,1.3,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,19M-72-11621,4.0,1145.0,2.7,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,209-30-63150,2.0,79.0,0.01,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,421-56-21770 WIPER BLADE,1.0,223.0,0.13,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,421-70-41410,18.0,254.8,0.12,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,421-70-41450,4.0,217.0,0.21,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,423-46-41430,4.0,123.5,0.15,Лист1(29)
"Order-1204, Бензопилы 1",13.4,97.9,425-974-1161,4.0,342.0,1.82,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,E330D 338-3453 SOLENOID VALVE,2.0,4056.0,2.82,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,"таможенные платежи, транспортные расходы",1.0,747.85,1e-07,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,VQ21A1-5Y0H-C8-Q,200.0,91.0,0.05,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,VNB214AS-F15A-5D,100.0,1217.0,0.07,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,VUVG-L10-T32C-AT-M7-1P3 566471,1.0,195.0,0.055,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,SMEO-1-S-LED-24-B,10.0,220.0,0.02,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,NBN40-U1LK-N0,3.0,96.0,0.2,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,NEBU-M8G3-K-2.5-LE3,10.0,25.0,0.064,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,KFD2-CRG2-Ex1.D,1.0,1308.0,0.3,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,KFD2-VR4-Ex1.26,3.0,984.0,0.15,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,2657003782,1.0,12913.07,16.0,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,2657227787,4.0,1216.88,1.4,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-33-31430 CUP,2.0,326.2,0.06,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-33-31630,6.0,722.0,0.12,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-33-31640,6.0,570.0,0.11,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-33-31721,2.0,218.4,0.17,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-33-31810,2.0,508.2,0.09,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-33-32241,6.0,722.0,6.0,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-33-32350,6.0,684.0,2.33,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-40-32420,6.0,2662.4,0.37,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-46-11361 BEARING,4.0,228.0,3.68,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-46-11372,50.0,28.5,0.46,Лист1(29)
"Order-1135, ЗАПАСНЫЕ ДЕТАЛИ НА ПОГРУЗЧИК CATERPILLAR 973D, 950L",13.4,97.9,421-46-11372,5.0,28.5,0.46,Лист1(29)
